	title	REVISADO (bibtex citation)	Google link
SRA-3439	Repetitive DNA evolution in plant genus Melampodium	@article{Mccann2018Nov,         author = {Mccann, Jamie and Jang, Tae-Soo and Macas, Jiři and Schneeweiss, Gerald M. and Matzke, Nicholas J. and Novák, Petr and Stuessy, Tod F. and Villaseñor, José L. and Weiss-Schneeweiss, Hanna},         title = {{Dating the Species Network: Allopolyploidy and Repetitive DNA Evolution in American Daisies (Melampodium sect. Melampodium, Asteraceae)}},         journal = {Systematic Biology},         volume = {67},         number = {6},         pages = {1010--1024},         year = {2018},         month = {Nov},         issn = {1063-5157},         publisher = {Oxford Academic},         doi = {10.1093/sysbio/syy024},         abstract = {{Allopolyploidy has played an important role in the evolution of the flowering plants. Genome mergers are often accompanied by significant and rapid alterations of genome size and structure via chromosomal rearrangements and altered dynamics of tandem and dispersed repetitive DNA families. Recent developments in sequencing technologies and bioinformatic methods allow for a comprehensive investigation of the repetitive component of plant genomes. Interpretation of evolutionary dynamics following allopolyploidization requires both the knowledge of parentage and the age of origin of an allopolyploid. Whereas parentage is typically inferred from cytogenetic and phylogenetic data, age inference is hampered by the reticulate nature of the phylogenetic relationships. Treating subgenomes of allopolyploids as if they belonged to different species (i.e., no recombination among subgenomes) and applying cross-bracing (i.e., putting a constraint on the age difference of nodes pertaining to the same event), we can infer the age of allopolyploids within the framework of the multispecies coalescent within BEAST2. Together with a comprehensive characterization of the repetitive DNA fraction using the RepeatExplorer pipeline, we apply the dating approach in a group of closely related allopolyploids and their progenitor species in the plant genus Melampodium (Asteraceae). We dated the origin of both the allotetraploid, Melampodium strigosum, and its two allohexaploid derivatives, Melampodium pringlei and Melampodium sericeum, which share both parentage and the direction of the cross, to the Pleistocene (⁠<<<1.4 Ma). Thus, Pleistocene climatic fluctuations may have triggered formation of allopolyploids possibly in short intervals, contributing to difficulties in inferring the precise temporal order of allopolyploid species divergence of M. sericeum and M. pringlei. The relatively recent origin of the allopolyploids likely played a role in the near-absence of major changes in the repetitive fraction of the polyploids’ genomes. The repetitive elements most affected by the postpolyploidization changes represented retrotransposons of the Ty1-copia lineage Maximus and, to a lesser extent, also Athila elements of Ty3-gypsy family.}} }	https://scholar.google.com/scholar?&q=Repetitive+DNA+evolution+in+plant+genus+Melampodium
SRA-3445	Resolving relationships in an exceedingly young Neotropical orchid lineage using Genotyping-by-sequencing data	@article{Perez-Escobar2020Mar,         author = {Pérez-Escobar, Oscar Alejandro and Bogarín, Diego and Schley, Rowan and Bateman, Richard M. and Gerlach, Günter and Harpke, Dörte and Brassac, Jonathan and Fernández-Mazuecos, Mario and Dodsworth, Steven and Hagsater, Eric and Blanco, Mario A. and Gottschling, Marc and Blattner, Frank R.},         title = {{Resolving relationships in an exceedingly young Neotropical orchid lineage using Genotyping-by-sequencing data}},         journal = {Molecular Phylogenetics and Evolution},         volume = {144},         pages = {106672},         year = {2020},         month = {Mar},         issn = {1055-7903},         publisher = {Academic Press},         doi = {10.1016/j.ympev.2019.106672},         abstract = {{Poor morphological and molecular differentiation in recently diversified lineages is a widespread phenomenon in plants. Phylogenetic relationships within such species complexes are often difficult to resolve because of the low variability in traditional molecular loci. Furthermore, biological phenomena responsible for topological incongruence such as Incomplete Lineage Sorting (ILS) and hybridisation complicate the resolution of phylogenetic relationships among closely related taxa. In this study, we employ a Genotyping-by-sequencing (GBS) approach to disentangle evolutionary relationships within a species complex belonging to the Neotropical orchid genus Cycnoches. This complex includes seven taxa distributed through Central America and the Colombian Chocó, and is nested within a clade estimated to have first diversified in the early Quaternary. Previous phylogenies inferred from few loci failed to provide support for internal relationships within the complex. Our Neighbour-net and coalescent-based analyses inferred from ca. 13,000 GBS loci obtained from 31 individuals belonging to six of the seven traditionally accepted Cycnoches taxa provided a robust phylogeny for this group. The genus Cycnoches includes three main clades that are further supported by morphological traits and geographic distributions. Similarly, a topology reconstructed through maximum likelihood (ML) inference of concatenated GBS loci produced results that are comparable with those reconstructed through coalescence and network-based methods. Our comparative phylogenetic informativeness analyses suggest that the low support evident in the ML phylogeny might be attributed to the abundance of uninformative GBS loci, which can account for up to 50% of the total number of loci recovered. The phylogenomic framework provided here, as well as morphological evidence and geographical patterns, suggest that the six entities previously thought to be different species or subspecies might actually represent only three distinct segregates. We further discuss the limited phylogenetic informativeness found in our GBS approach and its utility to disentangle relationships within recent and rapidly evolving species complexes. Our study is the first to demonstrate the utility of GBS data to reconstruct relationships within young (~2 Ma) Neotropical plant clades, opening new avenues for studies of species complexes that populate the species-rich orchid family. Graphical abstract Download : Download high-res image (173KB)Download : Download full-size image}} }	https://scholar.google.com/scholar?&q=Resolving+relationships+in+an+exceedingly+young+Neotropical+orchid+lineage+using+Genotyping-by-sequencing+data
SRA-3446	Resolving the Phylogeny of North American Milkweeds through the Application of Massively Parallel Sequencing Technology	Thesis	https://scholar.google.com/scholar?&q=Resolving+the+Phylogeny+of+North+American+Milkweeds+through+the+Application+of+Massively+Parallel+Sequencing+Technology
SRA-3592	Study of eurasian Urtica complex	No existe	https://scholar.google.com/scholar?&q=Study+of+eurasian+Urtica+complex
SRA-3604	Successive Evolutionary Steps Drove Pooideae Grasses from Tropical to Temperate Regions	@article{Zhong2018Jan,         author = {Zhong, Jinshun and Robbett, Meghan and Poire, Alfonso and Preston, Jill C.},         title = {{Successive evolutionary steps drove Pooideae grasses from tropical to temperate regions}},         journal = {New Phytologist},         volume = {217},         number = {2},         pages = {925--938},         year = {2018},         month = {Jan},         issn = {0028-646X},         publisher = {John Wiley & Sons, Ltd},         doi = {10.1111/nph.14868},         abstract = {{Angiosperm adaptations to seasonally cold climates have occurred multiple times independently. However, the observation that less than half of all angiosperm families are represented in temperate latitudes suggests internal constraints on the evolution of cold tolerance/avoidance strategies. Similar to angiosperms as a whole, grasses are primarily tropical, but one major clade, subfamily Pooideae, radiated extensively within temperate regions. It is posited that this Pooideae niche transition was facilitated by an early origin of long-term cold responsiveness around the base of the subfamily, and that a set of more ancient pathways enabled evolution of seasonal cold tolerance. To test this, we compared transcriptome-level responses of disparate Pooideae to short-/long-term cold and with those previously known in the subtropical grass rice (Ehrhartoideae). Analyses identified several highly conserved cold-responsive ‘orthogroups’ within our focal Pooideae species that originated successively during the diversification of land plants, predominantly via gene duplication. The majority of conserved Pooideae cold-responsive genes appear to have ancient roles in stress responses, with most of the orthogroups also being sensitive to cold in rice. However, a subgroup of genes was likely co-opted de novo early in the Pooideae. These results highlight a plausible stepwise evolutionary trajectory for cold adaptations across Pooideae.}} }	https://scholar.google.com/scholar?&q=Successive+Evolutionary+Steps+Drove+Pooideae+Grasses+from+Tropical+to+Temperate+Regions
SRA-3614	Systematics of Carex section Laxiflorae	Thesis	https://scholar.google.com/scholar?&q=Systematics+of+Carex+section+Laxiflorae
SRA-3615	Systematics of Vriesea (Bromeliaceae): phylogenetic relationships based on nuclear gene and partial plastome sequences	@article{Machado2020Mar,         author = {Machado, Talita Mota and Loiseau, Oriane and Paris, Margot and Weigand, Anna and Versieux, Leonardo M. and Stehmann, João Renato and Lexer, Christian and Salamin, Nicolas},         title = {{Systematics of Vriesea (Bromeliaceae): phylogenetic relationships based on nuclear gene and partial plastome sequences}},         journal = {Botanical Journal of the Linnean Society},         volume = {192},         number = {4},         pages = {656--674},         year = {2020},         month = {Mar},         issn = {0024-4074},         publisher = {Oxford Academic},         doi = {10.1093/botlinnean/boz102},         abstract = {{Vriesea is the second largest genus in Tillandsioideae, the most diverse subfamily of Bromeliaceae. Although recent studies focusing on Tillandsioideae have improved the systematics of Vriesea, no consensus has been reached regarding the circumscription of the genus. Here, we present a phylogenetic analysis of core Tillandsioideae using the nuclear gene phyC and plastid data obtained from genome skimming. We investigate evolutionary relationships at the intergeneric level in Vrieseeae and at the intrageneric level in Vriesea s.s. We sampled a comprehensive dataset, including 11 genera of Tillandsioideae and nearly 50% of all known Vriesea spp. Using a genome skimming approach, we obtained a 78 483-bp plastome alignment containing 35 complete and 55 partial protein-coding genes. Phylogenetic trees were reconstructed using maximum-likelihood based on three datasets: (1) the 78 483 bp plastome alignment; (2) the nuclear gene phyC and (3) a concatenated alignment of 18 subselected plastid genes + phyC. Additionally, a Bayesian inference was performed on the second and third datasets. These analyses revealed that Vriesea s.s. forms a well-supported clade encompassing most of the species of the genus. However, our results also identified several remaining issues in the systematics of Vriesea, including a few species nested in Tillandsia and Stigmatodon. Finally, we recognize some putative groups within Vriesea s.s., which we discuss in the light of their morphological and ecological characteristics.}} }	https://scholar.google.com/scholar?&q=Systematics+of+Vriesea+%28Bromeliaceae%29%3A+phylogenetic+relationships+based+on+nuclear+gene+and+partial+plastome+sequences
SRA-3616	Systematics of the genus Carex	Thesis	https://scholar.google.com/scholar?&q=Systematics+of+the+genus+Carex
SRA-3617	Systematics on Antirrhinum	@article{Otero2021Feb,         author = {Otero, Ana and Fernández-Mazuecos, Mario and Vargas, Pablo},         title = {{Evolution in the Model Genus Antirrhinum Based on Phylogenomics of Topotypic Material}},         journal = {Frontiers in Plant Science},         volume = {12},         year = {2021},         month = {Feb},         issn = {1664-462X},         publisher = {Frontiers},         doi = {10.3389/fpls.2021.631178},         abstract = {{Researchers in phylogenetic systematics typically choose a few individual representatives of every species for sequencing based on convenience (neighboring populations, herbarium specimens, samples provided by experts, garden plants). However, few studies are based on original material, type material or topotypic material (living specimens from the locality where the type material was collected). The use of type or topotypic material in phylogenetic studies is paramount particularly when taxonomy is complex, such as that of Antirrhinum (Plantaginaceae). In this paper, we used topotypic materials of Antirrhinum at the species level (34 species proposed by previous authors), 87 specimens representing the species distribution and > 50,000 informative nucleotide characters (from ~4000 loci) generated by the genotyping-by-sequencing (GBS) technique: (i) to test two explicit taxonomic hypotheses widely followed by local taxonomic treatments; (ii) to robustly estimate phylogenetic relationships; (iii) to investigate the evolution of key morphological characters and biogeographic centers of differentiation. Two GBS phylogenies based on two datasets (87 localities and 34 topotypic specimens) revealed that: (1) Sutton’s (1988) taxonomic account is the most congruent with phylogenetic results, whereas division of Antirrhinum into three major clades disagrees with Rothmaler’s (1956) infrageneric classification; (2) monophyly of populations currently included in the same species is primarily supported; (3) the historically recognized A. majus group is not monophyletic; (4) sister-group relationships are robust for eight species pairs; (5) the evolutionary radiation of the 26 species since the Pliocene is estimated given a high rate of diversification (0.53 spp Myr-1); (6) a geographic pattern of speciation is reconstructed, with northern Iberia as the center of early diversification followed by more recent speciation in southeastern Iberia; and (7) multiple acquisitions of key taxonomic characters in the course of Antirrhinum diversification are strongly supported, with no evidence of hybridization between major clades. Our results also suggest incipient speciation in some geographic areas and point to future avenues of research in evolution and systematics of Antirrhinum.}} }	https://scholar.google.com/scholar?&q=Systematics+on+Antirrhinum
SRA-3620	THE EVOLUTIONARY GENOMICS OF SOUTH AMERICAN WEEDY RICE	No existe	https://scholar.google.com/scholar?&q=THE+EVOLUTIONARY+GENOMICS+OF+SOUTH+AMERICAN+WEEDY+RICE
SRA-3624	Target capture of plastid genomes from the Corallorhiza striata complex Raw sequence reads	No existe	https://scholar.google.com/scholar?&q=Target+capture+of+plastid+genomes+from+the+Corallorhiza+striata+complex+Raw+sequence+reads
SRA-3627	Target-capture based phylogenomics of Nepenthes using Angiosperm-353 bait kit	No existe	https://scholar.google.com/scholar?&q=Target-capture+based+phylogenomics+of+Nepenthes+using+Angiosperm-353+bait+kit
SRA-3629	Targeted capture of hundreds of nuclear genes unravels phylogenetic relationships of the diverse Neotropical palm tribe Geonomateae	@article{Loiseau2019Jul,         author = {Loiseau, Oriane and Olivares, Ingrid and Paris, Margot and de La Harpe, Marylaure and Weigand, Anna and Koubínová, Darina and Rolland, Jonathan and Bacon, Christine D. and Balslev, Henrik and Borchsenius, Finn and Cano, Angela and Couvreur, Thomas L. P. and Delnatte, César and Fardin, Frédérique and Gayot, Marc and Mejía, Fabian and Mota-Machado, Talita and Perret, Mathieu and Roncal, Julissa and Sanin, Maria José and Stauffer, Fred and Lexer, Christian and Kessler, Michael and Salamin, Nicolas},         title = {{Targeted Capture of Hundreds of Nuclear Genes Unravels Phylogenetic Relationships of the Diverse Neotropical Palm Tribe Geonomateae}},         journal = {Frontiers in Plant Science},         volume = {10},         year = {2019},         month = {Jul},         issn = {1664-462X},         publisher = {Frontiers},         doi = {10.3389/fpls.2019.00864},         abstract = {{The tribe Geonomateae is a widely distributed group of 103 species of Neotropical palms which contains six ecologically important understory or subcanopy genera. Although it has been the focus of many studies, our understanding of the evolutionary history of this group, and in particular of the taxonomically complex genus Geonoma, is far from complete due to a lack of molecular data. Specifically, the previous Sanger sequencing-based studies used a few informative characters and partial sampling. To overcome these limitations, we used a recently developed Arecaceae-specific target capture bait set to undertake a phylogenomic analysis of the tribe Geonomateae. We sequenced about 4,000 genes for 85% of the species of the tribe, including 84% of the species of the largest genus, Geonoma. Phylogenetic relationships were inferred using both concatenation and coalescent methods. Overall, our phylogenetic tree is highly supported and congruent with taxonomic delimitations although several morphological taxa were revealed to be non-monophyletic. It is the first time that such a large genomic dataset is provided for an entire tribe within the Arecaceae. Our study lays the groundwork not only for detailed macro- and micro-evolutionary studies within the group, but also sets a workflow for understanding other species complexes across the tree of life.}} }	https://scholar.google.com/scholar?&q=Targeted+capture+of+hundreds+of+nuclear+genes+unravels+phylogenetic+relationships+of+the+diverse+Neotropical+palm+tribe+Geonomateae
SRA-3632	Targeted sequence capture for phylogenetics and population genomics in the Salicaceae	@article{Sanderson2020Oct,         author = {Sanderson, Brian J. and DiFazio, Stephen P. and Cronk, Quentin C. B. and Ma, Tao and Olson, Matthew S.},         title = {{A targeted sequence capture array for phylogenetics and population genomics in the Salicaceae}},         journal = {Applications in Plant Sciences},         volume = {8},         number = {10},         pages = {e11394},         year = {2020},         month = {Oct},         issn = {2168-0450},         publisher = {John Wiley & Sons, Ltd},         doi = {10.1002/aps3.11394},         abstract = {{Premise The family Salicaceae has proved taxonomically challenging, especially in the genus Salix, which is speciose and features frequent hybridization and polyploidy. Past efforts to reconstruct the phylogeny with molecular barcodes have failed to resolve the species relationships of many sections of the genus. Methods We used the wealth of sequence data in the family to design sequence capture probes to target regions of 300–1200 bp of exonic regions of 972 genes. Results We recovered sequence data for nearly all of the targeted genes in three species of Populus and three species of Salix. We present a species tree, discuss concordance among gene trees, and present population genomic summary statistics for these loci. Conclusions Our sequence capture array has extremely high capture efficiency within the genera Populus and Salix, resulting in abundant phylogenetic information. Additionally, these loci show promise for population genomic studies.}} }	https://scholar.google.com/scholar?&q=Targeted+sequence+capture+for+phylogenetics+and+population+genomics+in+the+Salicaceae
SRA-3639	Targeted sequencing of the C4 Cyperus Clade (Cyperaceae)	@article{Larridon2020Jan,         author = {Larridon, Isabel and Villaverde, Tamara and Zuntini, Alexandre R. and Pokorny, Lisa and Brewer, Grace E. and Epitawalage, Niroshini and Fairlie, Isabel and Hahn, Marlene and Kim, Jan and Maguilla, Enrique and Maurin, Olivier and Xanthos, Martin and Hipp, Andrew L. and Forest, Félix and Baker, William J.},         title = {{Tackling Rapid Radiations With Targeted Sequencing}},         journal = {Frontiers in Plant Science},         volume = {10},         year = {2020},         month = {Jan},         issn = {1664-462X},         publisher = {Frontiers},         doi = {10.3389/fpls.2019.01655},         abstract = {{In phylogenetic studies across angiosperms, at various taxonomic levels, polytomies have persisted despite efforts to resolve them by increasing sampling of taxa and loci. The large amount of genomic data now available and statistical tools to analyze them provide unprecedented power for phylogenetic inference. Targeted sequencing has emerged as a strong tool for estimating species trees in the face of rapid radiations, lineage sorting and introgression. Evolutionary relationships in Cyperaceae have been studied mostly using Sanger sequencing until recently. Despite ample taxon sampling, relationships in many genera remain poorly understood, hampered by diversification rates that outpace mutation rates in the loci used. The C4 Cyperus Clade of the genus Cyperus has been particularly difficult to resolve. Previous studies based on a limited set of markers resolved relationships among Cyperus species using the C3 photosynthetic pathway, but not among C4 Cyperus Clade taxa. We test the ability of two targeted sequencing kits to resolve relationships in the C4 Cyperus Clade, the universal Angiosperms-353 kit and a Cyperaceae-specific kit. Sequences of the targeted loci were recovered from data generated with both kits and used to investigate overlap in data between kits and relative efficiency of the general and custom approaches. The power to resolve shallow-level relationships was tested using a summary species tree method and a concatenated maximum likelihood approach. High resolution and support are obtained using both approaches, but high levels of missing data disproportionately impact the latter. Targeted sequencing provides new insights into the evolution of morphology in the C4 Cyperus Clade, demonstrating for example that the former segregate genus Alinula is polyphyletic despite its seeming morphological integrity. An unexpected result is that the Cyperus margaritaceus-Cyperus niveus complex comprises a clade separate from and sister to the core C4 Cyperus Clade. Our results demonstrate that data generated with a family-specific kit do not necessarily have more power than those obtained with a universal kit, but that data generated with different targeted sequencing kits can often be merged for downstream analyses. Moreover, our study contributes to the growing consensus that targeted sequencing data are a powerful tool in resolving rapid radiations.}} }	https://scholar.google.com/scholar?&q=Targeted+sequencing+of+the+C4+Cyperus+Clade+%28Cyperaceae%29
SRA-3641	Targeted sequencing supports morphology and embryo features in resolving the classification of Cyperaceae tribe Fuireneae s.l.	@article{Starr2021Jan,         author = {Starr, Julian R. and Jiménez-Mejías, Pedro and Zuntini, Alexandre R. and Léveillé-Bourret, Étienne and Semmouri, Ilias and Muasya, Muthama and Baker, William J. and Brewer, Grace E. and Epitawalage, Niroshini and Fairlie, Isabel and Forest, Félix and Kikuchi, Izai A. B. Sabino and Pokorny, Lisa and Larridon, Isabel},         title = {{Targeted sequencing supports morphology and embryo features in resolving the classification of Cyperaceae tribe Fuireneae s.l.}},         journal = {Journal of Systematics and Evolution},         volume = {n/a},         number = {n/a},         year = {2021},         month = {Jan},         issn = {1674-4918},         publisher = {John Wiley & Sons, Ltd},         doi = {10.1111/jse.12721},         abstract = {{Molecular phylogenetic studies based on Sanger sequences have shown that Cyperaceae tribe Fuireneae s.l. is paraphyletic. However, taxonomic sampling in these studies has been poor, topologies have been inconsistent, and support for the backbone of trees has been weak. Moreover, uncertainty still surrounds the morphological limits of Schoenoplectiella, a genus of mainly small, amphicarpic annuals that was recently segregated from Schoenoplectus. Consequently, despite ample evidence from molecular analyses that Fuireneae s.l. might consist of two to four tribal lineages, no taxonomic changes have yet been made. Here, we use the Angiosperms353 enrichment panel for targeted sequencing to (i) clarify the relationships of Fuireneae s.l. with the related tribes Abildgaardieae, Eleocharideae, and Cypereae; (ii) define the limits of Fuireneae s.s., and (iii) test the monophyly of Fuireneae s.l. genera with emphasis on Schoenoplectus and Schoenoplectiella. Using more than a third of Fuireneae s.l. diversity, our phylogenomic analyses strongly support six genera and four major Fuireneae s.l. clades that we recognize as tribes: Bolboschoeneae stat.nov., Fuireneae s.s., Schoenoplecteae, and Pseudoschoeneae tr. nov. These results are consistent with morphological, micromorphological (nutlet epidermal cell shape), and embryo differences detected for each tribe. At the generic level, most sub-Saharan African perennials currently treated in Schoenoplectus are transferred to Schoenoplectiella. Our targeted sequencing results show that these species are nested in Schoenoplectiella, and their treatment here is consistent with micromorphological and embryo characters shared by all Schoenoplectiella species. Keys to recognized tribes and genera are provided.}} }	https://scholar.google.com/scholar?&q=Targeted+sequencing+supports+morphology+and+embryo+features+in+resolving+the+classification+of+Cyperaceae+tribe+Fuireneae+s.l.
SRA-3653	The Evolutionary Genomics of Grape (Vitis vinifera sp. vinifera) Domestication	@article{Zhou2017Oct,         author = {Zhou, Yongfeng and Massonnet, Mélanie and Sanjak, Jaleal S. and Cantu, Dario and Gaut, Brandon S.},         title = {{Evolutionary genomics of grape (Vitis vinifera ssp. vinifera) domestication}},         journal = {Proceedings of the National Academy of Sciences},         volume = {114},         number = {44},         pages = {11715--11720},         year = {2017},         month = {Oct},         issn = {0027-8424},         publisher = {National Academy of Sciences},         doi = {10.1073/pnas.1709257114},         abstract = {{We gathered genomic data from grapes (Vitis vinifera ssp. vinifera), a clonally propagated perennial crop, to address three ongoing mysteries about plant domestication. The first is the duration of domestication; archaeological evidence suggests that domestication occurs over millennia, but genetic evidence indicates that it can occur rapidly. We estimated that our wild and cultivated grape samples diverged ∼22,000 years ago and that the cultivated lineage experienced a steady decline in population size (Ne) thereafter. The long decline may reflect low-intensity management by humans before domestication. The second mystery is the identification of genes that contribute to domestication phenotypes. In cultivated grapes, we identified candidate-selected genes that function in sugar metabolism, flower development, and stress responses. In contrast, candidate-selected genes in the wild sample were limited to abiotic and biotic stress responses. A genomic region of high divergence corresponded to the sex determination region and included a candidate male sterility factor and additional genes with sex-specific expression. The third mystery concerns the cost of domestication. Annual crops accumulate putatively deleterious variants, in part due to strong domestication bottlenecks. The domestication of perennial crops differs from that of annuals in several ways, including the intensity of bottlenecks, and it is not yet clear if they accumulate deleterious variants. We found that grape accessions contained 5.2% more deleterious variants than wild individuals, and these were more often in a heterozygous state. Using forward simulations, we confirm that clonal propagation leads to the accumulation of recessive deleterious mutations but without decreasing fitness.}} }	https://scholar.google.com/scholar?&q=The+Evolutionary+Genomics+of+Grape+%28Vitis+vinifera+sp.+vinifera%29+Domestication
SRA-3654	The Explosive Diversification of the African Daisy Lineages during the Eocene: A Phylogenomics Perspective (Asteroideae: Astereae)	@article{Mandel2019Jul,         author = {Mandel, Jennifer R. and Dikow, Rebecca B. and Siniscalchi, Carolina M. and Thapa, Ramhari and Watson, Linda E. and Funk, Vicki A.},         title = {{A fully resolved backbone phylogeny reveals numerous dispersals and explosive diversifications throughout the history of Asteraceae}},         journal = {Proceedings of the National Academy of Sciences},         volume = {116},         number = {28},         pages = {14083--14088},         year = {2019},         month = {Jul},         issn = {0027-8424},         publisher = {National Academy of Sciences},         doi = {10.1073/pnas.1903871116},         abstract = {{The sunflower family, Asteraceae, comprises 10% of all flowering plant species and displays an incredible diversity of form. Asteraceae are clearly monophyletic, yet resolving phylogenetic relationships within the family has proven difficult, hindering our ability to understand its origin and diversification. Recent molecular clock dating has suggested a Cretaceous origin, but the lack of deep sampling of many genes and representative taxa from across the family has impeded the resolution of migration routes and diversifications that led to its global distribution and tremendous diversity. Here we use genomic data from 256 terminals to estimate evolutionary relationships, timing of diversification(s), and biogeographic patterns. Our study places the origin of Asteraceae at ∼83 MYA in the late Cretaceous and reveals that the family underwent a series of explosive radiations during the Eocene which were accompanied by accelerations in diversification rates. The lineages that gave rise to nearly 95% of extant species originated and began diversifying during the middle Eocene, coincident with the ensuing marked cooling during this period. Phylogenetic and biogeographic analyses support a South American origin of the family with subsequent dispersals into North America and then to Asia and Africa, later followed by multiple worldwide dispersals in many directions. The rapid mid-Eocene diversification is aligned with the biogeographic range shift to Africa where many of the modern-day tribes appear to have originated. Our robust phylogeny provides a framework for future studies aimed at understanding the role of the macroevolutionary patterns and processes that generated the enormous species diversity of Asteraceae.}} }	https://scholar.google.com/scholar?&q=The+Explosive+Diversification+of+the+African+Daisy+Lineages+during+the+Eocene%3A+A+Phylogenomics+Perspective+%28Asteroideae%3A+Astereae%29
SRA-3657	The characterization and phylogenetic analysis of complete chloroplast genome in Morella cerifera (Myricaceae)	@article{Guan2021Jan,         author = {Guan, Yuanlin and Wang, Pengkai and Qie, Hongli and Huang, Yinghong and Yu, Wensheng},         title = {{The characterization and phylogenetic analysis of complete chloroplast genome in Morella cerifera (Myricaceae)}},         journal = {Mitochondrial DNA Part B},         volume = {6},         number = {1},         pages = {66--68},         year = {2021},         month = {Jan},         publisher = {Taylor & Francis},         doi = {10.1080/23802359.2020.1845997},         abstract = {{The first complete chloroplast genome of Morella cerifera was obtained by illumina platform sequencing technology in this study. The size of genome is 158,943 base pairs, consist of a pair of IRs 26,043 bp in length, the LSC region of 88,167 bp and SSC region of 18,690 bp. The genome has 112 unique genes, among which 79 protein-coding genes, 29 tRNAs, and 4 rRNAs. Phylogenetic analysis revealed that M. cerifera clustered with M. rubra within Myricaceae.}} }	https://scholar.google.com/scholar?&q=The+characterization+and+phylogenetic+analysis+of+complete+chloroplast+genome+in+Morella+cerifera+%28Myricaceae%29
SRA-3668	The evolution of CHROMOMETHYLTRANSFERASES and gene body DNA methylation in plants	Out of scope	https://scholar.google.com/scholar?&q=The+evolution+of+CHROMOMETHYLTRANSFERASES+and+gene+body+DNA+methylation+in+plants
SRA-3669	The evolution of TF-regulatory network of core C4 metabolic pathway genes in the genus of Flaveria (Low CO2)	Out of scope	https://scholar.google.com/scholar?&q=The+evolution+of+TF-regulatory+network+of+core+C4+metabolic+pathway+genes+in+the+genus+of+Flaveria+%28Low+CO2%29
SRA-3670	The evolution of TF-regulatory network of core C4 metabolic pathway genes in the genus of Flaveria (high light)	Out of scope	https://scholar.google.com/scholar?&q=The+evolution+of+TF-regulatory+network+of+core+C4+metabolic+pathway+genes+in+the+genus+of+Flaveria+%28high+light%29
SRA-3671	The evolution of TF-regulatory network of core C4 metabolic pathway genes in the genus of Flaveria [ABA]	Out of scope	https://scholar.google.com/scholar?&q=The+evolution+of+TF-regulatory+network+of+core+C4+metabolic+pathway+genes+in+the+genus+of+Flaveria+%5BABA%5D
SRA-3674	The introduction history and phylogenetic relationships of Passiflora foetida sensu lato in Australia	No existe	https://scholar.google.com/scholar?&q=The+introduction+history+and+phylogenetic+relationships+of+Passiflora+foetida+sensu+lato+in+Australia
SRA-3678	The prevalence, evolution and chromatin signatures of plant regulatory elements	Out of scope	https://scholar.google.com/scholar?&q=The+prevalence%2C+evolution+and+chromatin+signatures+of+plant+regulatory+elements
SRA-3691	Toxicodendron radicans	No existe	https://scholar.google.com/scholar?&q=Toxicodendron+radicans
SRA-3692	Toxicodendron radicans (poison ivy) leaf and root transcriptome sequencing	@article{Weisberg2017Nov,         author = {Weisberg, Alexandra J. and Kim, Gunjune and Westwood, James H. and Jelesko, John G.},         title = {{Sequencing and De Novo Assembly of the Toxicodendron radicans (Poison Ivy) Transcriptome}},         journal = {Genes},         volume = {8},         number = {11},         pages = {317},         year = {2017},         month = {Nov},         issn = {2073-4425},         publisher = {Multidisciplinary Digital Publishing Institute},         doi = {10.3390/genes8110317},         abstract = {{Contact with poison ivy plants is widely dreaded because they produce a natural product called urushiol that is responsible for allergenic contact delayed-dermatitis symptoms lasting for weeks. For this reason, the catchphrase most associated with poison ivy is “leaves of three, let it be”, which serves the purpose of both identification and an appeal for avoidance. Ironically, despite this notoriety, there is a dearth of specific knowledge about nearly all other aspects of poison ivy physiology and ecology. As a means of gaining a more molecular-oriented understanding of poison ivy physiology and ecology, Next Generation DNA sequencing technology was used to develop poison ivy root and leaf RNA-seq transcriptome resources. De novo assembled transcriptomes were analyzed to generate a core set of high quality expressed transcripts present in poison ivy tissue. The predicted protein sequences were evaluated for similarity to SwissProt homologs and InterProScan domains, as well as assigned both GO terms and KEGG annotations. Over 23,000 simple sequence repeats were identified in the transcriptome, and corresponding oligo nucleotide primer pairs were designed. A pan-transcriptome analysis of existing Anacardiaceae transcriptomes revealed conserved and unique transcripts among these species.}} }	https://scholar.google.com/scholar?&q=Toxicodendron+radicans+%28poison+ivy%29+leaf+and+root+transcriptome+sequencing
