,title,REVISADO (bibtex citation),Google link,Taxonomy,Systematic,Mexico,Morphology,First gen.,Second gen.,Third gen.,Nuclear info,Chloroplast info,Parsimony,Maximum likelihood,Bayesian,MSC
10850,Taxonomic Revision of Geranium sect. Dissecta (Geraniaceae),,https://scholar.google.com/scholar?&q=Taxonomic+Revision+of+Geranium+sect.+Dissecta+%28Geraniaceae%29,Auto,?,?,?,?,?,?,?,?,?,?,?,?
10851,Taxonomic Revision of Ruellia Section Chiropterophila (Acanthaceae): a Lineage of Rare and Endemic Species from Mexico,,https://scholar.google.com/scholar?&q=Taxonomic+Revision+of+Ruellia+Section+Chiropterophila+%28Acanthaceae%29%3A+a+Lineage+of+Rare+and+Endemic+Species+from+Mexico,Auto,?,Auto,?,?,?,?,?,?,?,?,?,?
10852,Taxonomic Revision of Tribe Sapoteae,,https://scholar.google.com/scholar?&q=Taxonomic+Revision+of+Tribe+Sapoteae,Auto,?,?,?,?,?,?,?,?,?,?,?,?
10853,Taxonomic Study of Korean Scirpus L. s.l. (Cyperaceae) II,,https://scholar.google.com/scholar?&q=Taxonomic+Study+of+Korean+Scirpus+L.+s.l.+%28Cyperaceae%29+II,Auto,?,?,?,?,?,?,?,?,?,?,?,?
10854,Taxonomic affinities among Alternanthera froskl (Amaranthaceae) species in Southern Western Ghats of Kerala,,https://scholar.google.com/scholar?&q=Taxonomic+affinities+among+Alternanthera+froskl+%28Amaranthaceae%29+species+in+Southern+Western+Ghats+of+Kerala,Auto,?,?,?,?,?,?,?,?,?,?,?,?
10855,Taxonomic affinities of Medusagyne oppositifolia (Medusagynaceae),,https://scholar.google.com/scholar?&q=Taxonomic+affinities+of+Medusagyne+oppositifolia+%28Medusagynaceae%29,Auto,?,?,?,?,?,?,?,?,?,?,?,?
10856,Taxonomic and Phylogenetic Evaluation of the American 'Thlaspi' Species: Identity and Relationship to the Eurasian Genus Noccaea (Brassicaceae),,https://scholar.google.com/scholar?&q=Taxonomic+and+Phylogenetic+Evaluation+of+the+American+%27Thlaspi%27+Species%3A+Identity+and+Relationship+to+the+Eurasian+Genus+Noccaea+%28Brassicaceae%29,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
10857,Taxonomic and biogeographic implications of a phylogenetic analysis of the Campanulaceae based on three chloroplast genes,,https://scholar.google.com/scholar?&q=Taxonomic+and+biogeographic+implications+of+a+phylogenetic+analysis+of+the+Campanulaceae+based+on+three+chloroplast+genes,Auto,Auto,?,?,?,?,?,?,Auto,?,?,?,?
10858,Taxonomic and phytogeographic implications from ITS phylogeny in Berberis (Berberidaceae),,https://scholar.google.com/scholar?&q=Taxonomic+and+phytogeographic+implications+from+ITS+phylogeny+in+Berberis+%28Berberidaceae%29,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
10859,Taxonomic novelties in grammitid ferns (Polypodiaceae) from the Neotropics and Madagascar supported by molecular data,,https://scholar.google.com/scholar?&q=Taxonomic+novelties+in+grammitid+ferns+%28Polypodiaceae%29+from+the+Neotropics+and+Madagascar+supported+by+molecular+data,Auto,?,?,?,?,?,?,?,?,?,?,?,?
10860,"Taxonomic placement of Paphiopedilum canhii (Cypripedioideae; Orchidaceae) based on cytological, molecular and micromorphological evidence",,https://scholar.google.com/scholar?&q=Taxonomic+placement+of+Paphiopedilum+canhii+%28Cypripedioideae%3B+Orchidaceae%29+based+on+cytological%2C+molecular+and+micromorphological+evidence,Auto,?,?,Auto,?,?,?,?,?,?,?,?,?
10861,Taxonomic problems in the Central American Guatteria amplifolia complex (Annonaceae) cannot be elucidated by AFLP analyses and sequence markers,,https://scholar.google.com/scholar?&q=Taxonomic+problems+in+the+Central+American+Guatteria+amplifolia+complex+%28Annonaceae%29+cannot+be+elucidated+by+AFLP+analyses+and+sequence+markers,Auto,Auto,?,?,Auto,?,?,?,?,?,?,?,?
10862,Taxonomic re-evaluation of Panicum sections Tuerckheimiana and Valida (Poaceae: Panicoideae) using morphological and molecular data,,https://scholar.google.com/scholar?&q=Taxonomic+re-evaluation+of+Panicum+sections+Tuerckheimiana+and+Valida+%28Poaceae%3A+Panicoideae%29+using+morphological+and+molecular+data,Auto,?,?,Auto,?,?,?,?,?,?,?,?,?
10863,"Taxonomic reconsideration and phytogeographic implications for Nertera yamashitae (Rubiaceae), endemic to Amami Island of the Ryukyu Archipelago, Japan",,https://scholar.google.com/scholar?&q=Taxonomic+reconsideration+and+phytogeographic+implications+for+Nertera+yamashitae+%28Rubiaceae%29%2C+endemic+to+Amami+Island+of+the+Ryukyu+Archipelago%2C+Japan,Auto,?,?,?,?,?,?,?,?,?,?,?,?
10864,Taxonomic reexamination of Portulaca boninensis (Portulacaceae) in the Bonin (Ogasawara) Islands of Japan using molecular and morphological data,,https://scholar.google.com/scholar?&q=Taxonomic+reexamination+of+Portulaca+boninensis+%28Portulacaceae%29+in+the+Bonin+%28Ogasawara%29+Islands+of+Japan+using+molecular+and+morphological+data,Auto,?,?,Auto,?,?,?,?,?,?,?,?,?
10865,Taxonomic reexamination of Portulaca okinawensis (Portulacaceae) in the Ryukyu Archipelago of Japan based on molecular and morphological data,,https://scholar.google.com/scholar?&q=Taxonomic+reexamination+of+Portulaca+okinawensis+%28Portulacaceae%29+in+the+Ryukyu+Archipelago+of+Japan+based+on+molecular+and+morphological+data,Auto,?,?,Auto,?,?,?,?,?,?,?,?,?
10866,Taxonomic revision and phylogenetic analysis of the tribe Sphaerorrhizeae (Gesneriaceae),,https://scholar.google.com/scholar?&q=Taxonomic+revision+and+phylogenetic+analysis+of+the+tribe+Sphaerorrhizeae+%28Gesneriaceae%29,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
10867,Taxonomic revision of Bromeliaceae subfam. Tillandsioideae based on a multi-locus molecular phylogeny and morphology,,https://scholar.google.com/scholar?&q=Taxonomic+revision+of+Bromeliaceae+subfam.+Tillandsioideae+based+on+a+multi-locus+molecular+phylogeny+and+morphology,Auto,Auto,?,Auto,?,?,?,?,?,?,?,?,?
10868,Taxonomic status and phylogenetic relationships of the Cronquist's Woodyaster (Xylorhiza cronquistii),,https://scholar.google.com/scholar?&q=Taxonomic+status+and+phylogenetic+relationships+of+the+Cronquist%27s+Woodyaster+%28Xylorhiza+cronquistii%29,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
10869,Taxonomic status and phylogenetic relationships of the paleoendemic Fagaceae of western North America: recognition of a new genus Notholithocarpus,,https://scholar.google.com/scholar?&q=Taxonomic+status+and+phylogenetic+relationships+of+the+paleoendemic+Fagaceae+of+western+North+America%3A+recognition+of+a+new+genus+Notholithocarpus,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
10870,Taxonomic status and phylogeny of Veratrum section Veratrum (Melanthiaceae) in Korea and Japan based on chloroplast and nuclear sequence data,,https://scholar.google.com/scholar?&q=Taxonomic+status+and+phylogeny+of+Veratrum+section+Veratrum+%28Melanthiaceae%29+in+Korea+and+Japan+based+on+chloroplast+and+nuclear+sequence+data,Auto,Auto,?,?,?,?,?,Auto,Auto,?,?,?,?
10871,Taxonomic status and relationships of bracken ferns (Pteridium: Dennstaedtiaceae) of Laurasian affinity in Central and North America,,https://scholar.google.com/scholar?&q=Taxonomic+status+and+relationships+of+bracken+ferns+%28Pteridium%3A+Dennstaedtiaceae%29+of+Laurasian+affinity+in+Central+and+North+America,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
10872,Taxonomic status of Ipomoea hederacea complex (Convolvulaceae): evidence from molecular phylogenetic analysis,,https://scholar.google.com/scholar?&q=Taxonomic+status+of+Ipomoea+hederacea+complex+%28Convolvulaceae%29%3A+evidence+from+molecular+phylogenetic+analysis,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
10873,Taxonomic status of Ipomoea nil complex (Convolvulaceae): evidence from molecular phylogenetic analysis,,https://scholar.google.com/scholar?&q=Taxonomic+status+of+Ipomoea+nil+complex+%28Convolvulaceae%29%3A+evidence+from+molecular+phylogenetic+analysis,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
10874,Taxonomic studies and phylogeny of Andean scirpus s.l. (Cyperaceae) and related taxa in North America,,https://scholar.google.com/scholar?&q=Taxonomic+studies+and+phylogeny+of+Andean+scirpus+s.l.+%28Cyperaceae%29+and+related+taxa+in+North+America,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
10875,Taxonomic studies on the Genus Geranium L.(Geraniaceae) in Turkey,,https://scholar.google.com/scholar?&q=Taxonomic+studies+on+the+Genus+Geranium+L.%28Geraniaceae%29+in+Turkey,Auto,?,?,?,?,?,?,?,?,?,?,?,?
10876,Taxonomic study of Oxalis (Oxalidaceae) in Korea - based on ITSs,,https://scholar.google.com/scholar?&q=Taxonomic+study+of+Oxalis+%28Oxalidaceae%29+in+Korea+-+based+on+ITSs,Auto,?,?,?,?,?,?,?,?,?,?,?,?
10877,Taxonomic uncertainty and a continental conundrum: Polypodium macaronesicum reassessed,,https://scholar.google.com/scholar?&q=Taxonomic+uncertainty+and+a+continental+conundrum%3A+Polypodium+macaronesicum+reassessed,Auto,?,?,?,?,?,?,?,?,?,?,?,?
10878,Taxonomical Study on Some Taxa of Crassulaceae,,https://scholar.google.com/scholar?&q=Taxonomical+Study+on+Some+Taxa+of+Crassulaceae,Auto,?,?,?,?,?,?,?,?,?,?,?,?
10879,Taxonomy and Biogeography of Gaillardia (Asteraceae): A Phylogenetic Analysis,,https://scholar.google.com/scholar?&q=Taxonomy+and+Biogeography+of+Gaillardia+%28Asteraceae%29%3A+A+Phylogenetic+Analysis,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
10880,Taxonomy and Phylogeny of Croton Section Heptallon (Euphorbiaceae),,https://scholar.google.com/scholar?&q=Taxonomy+and+Phylogeny+of+Croton+Section+Heptallon+%28Euphorbiaceae%29,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
10881,Taxonomy and Phylogeny of Dasylirion (Nolinaceae),,https://scholar.google.com/scholar?&q=Taxonomy+and+Phylogeny+of+Dasylirion+%28Nolinaceae%29,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
10882,Taxonomy and conservation ecology of the genus Pinguicula L,,https://scholar.google.com/scholar?&q=Taxonomy+and+conservation+ecology+of+the+genus+Pinguicula+L,Auto,?,?,?,?,?,?,?,?,?,?,?,?
10883,Taxonomy and evolutionary history of the neotropical fern genus Salpichlaena (Blechnaceae),,https://scholar.google.com/scholar?&q=Taxonomy+and+evolutionary+history+of+the+neotropical+fern+genus+Salpichlaena+%28Blechnaceae%29,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
10884,Taxonomy and phylogenetic insights for Mexican and Central American species of Acer (Sapindaceae),,https://scholar.google.com/scholar?&q=Taxonomy+and+phylogenetic+insights+for+Mexican+and+Central+American+species+of+Acer+%28Sapindaceae%29,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
10885,Taxonomy and phylogeny of Merianthera (Melastomataceae),,https://scholar.google.com/scholar?&q=Taxonomy+and+phylogeny+of+Merianthera+%28Melastomataceae%29,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
10886,Taxonomy and phylogeny of a Gulf Coast disjunct group of Spigelia (Loganiaceae sensu lato),,https://scholar.google.com/scholar?&q=Taxonomy+and+phylogeny+of+a+Gulf+Coast+disjunct+group+of+Spigelia+%28Loganiaceae+sensu+lato%29,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
10887,Taxonomy and phylogeny of the Cladrastis clade,,https://scholar.google.com/scholar?&q=Taxonomy+and+phylogeny+of+the+Cladrastis+clade,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
10888,Taxonomy of Poa jubata A. Kern. and a new section of the genus (Poaceae),,https://scholar.google.com/scholar?&q=Taxonomy+of+Poa+jubata+A.+Kern.+and+a+new+section+of+the+genus+%28Poaceae%29,Auto,?,?,?,?,?,?,?,?,?,?,?,?
10889,"Taxonomy, Phylogenetic reassessment and DNA barcoding for subtribe Plucheinae (Tribe Inuleae, Family Asteraceae) in Egypt",,https://scholar.google.com/scholar?&q=Taxonomy%2C+Phylogenetic+reassessment+and+DNA+barcoding+for+subtribe+Plucheinae+%28Tribe+Inuleae%2C+Family+Asteraceae%29+in+Egypt,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
10890,"Taxonomy, phylogeny, and inflorescence development of the genus Ixophorus (Panicoideae: Poaceae)",,https://scholar.google.com/scholar?&q=Taxonomy%2C+phylogeny%2C+and+inflorescence+development+of+the+genus+Ixophorus+%28Panicoideae%3A+Poaceae%29,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
10894,Temporal and spatial diversifications of the bamboos (Poaceae: Bambusoideae) from a phylogenetic approach based on multi-locus plastid fragments,,https://scholar.google.com/scholar?&q=Temporal+and+spatial+diversifications+of+the+bamboos+%28Poaceae%3A+Bambusoideae%29+from+a+phylogenetic+approach+based+on+multi-locus+plastid+fragments,?,Auto,?,?,?,?,?,?,?,?,?,?,?
10898,Temporal dynamics in the evolution of the sunflower genome as revealed by sequencing and annotation of three large genomic regions,,https://scholar.google.com/scholar?&q=Temporal+dynamics+in+the+evolution+of+the+sunflower+genome+as+revealed+by+sequencing+and+annotation+of+three+large+genomic+regions,?,Auto,?,?,?,?,?,?,?,?,?,?,?
10901,Tentative; Genome evolution in genus Oryza,,https://scholar.google.com/scholar?&q=Tentative%3B+Genome+evolution+in+genus+Oryza,?,Auto,?,?,?,?,?,?,?,?,?,?,?
10908,Terminal-repeat retrotransposon in miniature (TRIM) in plant genomes evolution,,https://scholar.google.com/scholar?&q=Terminal-repeat+retrotransposon+in+miniature+%28TRIM%29+in+plant+genomes+evolution,?,Auto,?,?,?,?,?,?,?,?,?,?,?
10912,Testing Deep Reticulate Evolution in Amaryllidaceae Tribe Hippeastreae (Asparagales) with ITS and Chloroplast Sequence Data,,https://scholar.google.com/scholar?&q=Testing+Deep+Reticulate+Evolution+in+Amaryllidaceae+Tribe+Hippeastreae+%28Asparagales%29+with+ITS+and+Chloroplast+Sequence+Data,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
10915,"Testing plant barcoding in a sister species complex of pantropical Acacia (Mimosoideae, Fabaceae)",,https://scholar.google.com/scholar?&q=Testing+plant+barcoding+in+a+sister+species+complex+of+pantropical+Acacia+%28Mimosoideae%2C+Fabaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
10917,Testing the Monophyly and Placement of Lepechinia in the Tribe Mentheae (Lamiaceae),,https://scholar.google.com/scholar?&q=Testing+the+Monophyly+and+Placement+of+Lepechinia+in+the+Tribe+Mentheae+%28Lamiaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
10918,Testing the biogeographical congruence of palaeofloras using molecular phylogenetics: snapdragons and the Madrean-Tethyan flora,,https://scholar.google.com/scholar?&q=Testing+the+biogeographical+congruence+of+palaeofloras+using+molecular+phylogenetics%3A+snapdragons+and+the+Madrean-Tethyan+flora,?,Auto,?,?,?,?,?,?,?,?,?,?,?
10921,Testing the monophyly and position of the North American shrubby desert genus Leucophyllum (Scrophulariaceae: Leucophylleae),,https://scholar.google.com/scholar?&q=Testing+the+monophyly+and+position+of+the+North+American+shrubby+desert+genus+Leucophyllum+%28Scrophulariaceae%3A+Leucophylleae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
10922,"Testing the monophyly of Aesculus L. and Billia Peyr., woody genera of tribe Hippocastaneae of the Sapindaceae",,https://scholar.google.com/scholar?&q=Testing+the+monophyly+of+Aesculus+L.+and+Billia+Peyr.%2C+woody+genera+of+tribe+Hippocastaneae+of+the+Sapindaceae,?,Auto,?,?,?,?,?,?,?,?,?,?,?
10923,"Testing the monophyly of Heterosperma (Asteraceae, Coreopsideae)",,https://scholar.google.com/scholar?&q=Testing+the+monophyly+of+Heterosperma+%28Asteraceae%2C+Coreopsideae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
10924,Testing the monophyly of Simaba (Simaroubaceae): Evidence from five molecular regions and morphology,,https://scholar.google.com/scholar?&q=Testing+the+monophyly+of+Simaba+%28Simaroubaceae%29%3A+Evidence+from+five+molecular+regions+and+morphology,?,Auto,?,Auto,?,?,?,?,?,?,?,?,?
10925,"Testing the phylogenetic position of a parasitic plant (Cuscuta, Convolvulaceae, asteridae): Bayesian inference and the parametric bootstrap on data drawn from three genomes",,https://scholar.google.com/scholar?&q=Testing+the+phylogenetic+position+of+a+parasitic+plant+%28Cuscuta%2C+Convolvulaceae%2C+asteridae%29%3A+Bayesian+inference+and+the+parametric+bootstrap+on+data+drawn+from+three+genomes,?,Auto,?,?,?,?,?,?,?,?,?,Auto,?
10928,"Tetrazygia decorticans (Miconieae, Melastomataceae), a new species from Cuba",,https://scholar.google.com/scholar?&q=Tetrazygia+decorticans+%28Miconieae%2C+Melastomataceae%29%2C+a+new+species+from+Cuba,Auto,?,?,?,?,?,?,?,?,?,?,?,?
10930,The 'Tetramerium Lineage' (Acanthaceae: Acanthoideae: Justicieae): Delimitation and Intra-lineage Relationships Based on cp and nrlTS Sequence Data,,https://scholar.google.com/scholar?&q=The+%27Tetramerium+Lineage%27+%28Acanthaceae%3A+Acanthoideae%3A+Justicieae%29%3A+Delimitation+and+Intra-lineage+Relationships+Based+on+cp+and+nrlTS+Sequence+Data,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
10932,The 5S DNA units in Hordeum brachyantherum-californicum complex compared with the Eastern Asiatic H. roshevitzii and the South American H. cordobense - implications on the evolution of the genus Hordeum (Triticeae: Poaceae),,https://scholar.google.com/scholar?&q=The+5S+DNA+units+in+Hordeum+brachyantherum-californicum+complex+compared+with+the+Eastern+Asiatic+H.+roshevitzii+and+the+South+American+H.+cordobense+-+implications+on+the+evolution+of+the+genus+Hordeum+%28Triticeae%3A+Poaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
10933,The 5S RNA genes in Pinus radiata and the spacer region as a probe for relationships between Pinus species,,https://scholar.google.com/scholar?&q=The+5S+RNA+genes+in+Pinus+radiata+and+the+spacer+region+as+a+probe+for+relationships+between+Pinus+species,?,Auto,?,?,?,?,?,?,?,?,?,?,?
10943,"The Bowdichia clade of Genistoid legumes: phylogenetic analysis of combined molecular (ITS, matK and trnL intron) and morphological data and a recircumscription of Diplotropis",,https://scholar.google.com/scholar?&q=The+Bowdichia+clade+of+Genistoid+legumes%3A+phylogenetic+analysis+of+combined+molecular+%28ITS%2C+matK+and+trnL+intron%29+and+morphological+data+and+a+recircumscription+of+Diplotropis,?,Auto,?,Auto,Auto,?,?,?,Auto,?,?,?,?
10945,"The COK-4 gene is part of a complex locus conditioning resistance to anthracnose in common bean, Phaseolus vulgaris",,https://scholar.google.com/scholar?&q=The+COK-4+gene+is+part+of+a+complex+locus+conditioning+resistance+to+anthracnose+in+common+bean%2C+Phaseolus+vulgaris,?,Auto,?,?,?,?,?,?,?,?,?,?,?
10949,The Chloroplast Genome of Salvia: Genomic Characterization and Phylogenetic Analysis,,https://scholar.google.com/scholar?&q=The+Chloroplast+Genome+of+Salvia%3A+Genomic+Characterization+and+Phylogenetic+Analysis,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
10954,The Complete Chloroplast Genome of Pharus latifolius (Pharoideae; Poaceae) and Implications on the Early Evolution of the Grasses,,https://scholar.google.com/scholar?&q=The+Complete+Chloroplast+Genome+of+Pharus+latifolius+%28Pharoideae%3B+Poaceae%29+and+Implications+on+the+Early+Evolution+of+the+Grasses,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
10957,The Complete Plastome Sequences of Eleven Capsicum Genotypes: Insights into DNA Variation and Molecular Evolution,,https://scholar.google.com/scholar?&q=The+Complete+Plastome+Sequences+of+Eleven+Capsicum+Genotypes%3A+Insights+into+DNA+Variation+and+Molecular+Evolution,?,Auto,?,?,?,?,?,?,?,?,?,?,?
10958,The Complete Plastome of Thalictrum thalictroides (Ranunculaceae) and Chloroplast Primers for Clade-Wide Phylogenetic Studies,,https://scholar.google.com/scholar?&q=The+Complete+Plastome+of+Thalictrum+thalictroides+%28Ranunculaceae%29+and+Chloroplast+Primers+for+Clade-Wide+Phylogenetic+Studies,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
10969,"The Evolution of North American Elymus (Triticeae, Poaceae) Allotetraploids: Evidence from Phosphoenolpyruvate Carboxylase Gene Sequences",,https://scholar.google.com/scholar?&q=The+Evolution+of+North+American+Elymus+%28Triticeae%2C+Poaceae%29+Allotetraploids%3A+Evidence+from+Phosphoenolpyruvate+Carboxylase+Gene+Sequences,?,Auto,?,?,?,?,?,?,?,?,?,?,?
10970,The Evolution of Overrepresentation: exploring the biogeography of Marquesan pteridophytes,,https://scholar.google.com/scholar?&q=The+Evolution+of+Overrepresentation%3A+exploring+the+biogeography+of+Marquesan+pteridophytes,?,Auto,?,?,?,?,?,?,?,?,?,?,?
10971,The Evolutionary Relationships among the Cytotypes of Callisia section Cuthbertia (Commelinaceae),,https://scholar.google.com/scholar?&q=The+Evolutionary+Relationships+among+the+Cytotypes+of+Callisia+section+Cuthbertia+%28Commelinaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
10979,The Geographic and Ecological Patterns of Genetic Variation in the Abies grandis-Abies concolor Complex,,https://scholar.google.com/scholar?&q=The+Geographic+and+Ecological+Patterns+of+Genetic+Variation+in+the+Abies+grandis-Abies+concolor+Complex,?,Auto,?,?,?,?,?,?,?,?,?,?,?
10981,The Glycine Decarboxylase Complex Multienzyme Family in Populus,,https://scholar.google.com/scholar?&q=The+Glycine+Decarboxylase+Complex+Multienzyme+Family+in+Populus,?,Auto,?,?,?,?,?,?,?,?,?,?,?
10983,The Hedyotis-Oldenlandia complex (Rubiaceae: Spermacoceae) in Asia and the Pacific: Phylogeny revisited with new generic delimitations,,https://scholar.google.com/scholar?&q=The+Hedyotis-Oldenlandia+complex+%28Rubiaceae%3A+Spermacoceae%29+in+Asia+and+the+Pacific%3A+Phylogeny+revisited+with+new+generic+delimitations,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
10984,The Honduran mistletoe Psittacanthus nudus (Loranthaceae): clarifying its phylogenetic relationships and taxonomic status,,https://scholar.google.com/scholar?&q=The+Honduran+mistletoe+Psittacanthus+nudus+%28Loranthaceae%29%3A+clarifying+its+phylogenetic+relationships+and+taxonomic+status,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
10988,The Intra-familial Relationships of Pentaphylacaceae s.l. as Revealed by DNA Sequence Analysis,,https://scholar.google.com/scholar?&q=The+Intra-familial+Relationships+of+Pentaphylacaceae+s.l.+as+Revealed+by+DNA+Sequence+Analysis,?,Auto,?,?,?,?,?,?,?,?,?,?,?
10992,The Loss of the Inverted Repeat in the Putranjivoid Clade of Malpighiales,,https://scholar.google.com/scholar?&q=The+Loss+of+the+Inverted+Repeat+in+the+Putranjivoid+Clade+of+Malpighiales,?,Auto,?,?,?,?,?,?,?,?,?,?,?
10993,"The Lucilia group (Asteraceae, Gnaphalieae): phylogenetic and taxonomic considerations based on molecular and morphological evidence",,https://scholar.google.com/scholar?&q=The+Lucilia+group+%28Asteraceae%2C+Gnaphalieae%29%3A+phylogenetic+and+taxonomic+considerations+based+on+molecular+and+morphological+evidence,Auto,Auto,?,Auto,?,?,?,?,?,?,?,?,?
10995,The Mimulus moschatus Alliance (Phrymaceae): Molecular and Morphological Phylogenetics and their Conservation Implications,,https://scholar.google.com/scholar?&q=The+Mimulus+moschatus+Alliance+%28Phrymaceae%29%3A+Molecular+and+Morphological+Phylogenetics+and+their+Conservation+Implications,?,Auto,?,Auto,?,?,?,?,?,?,?,?,?
10997,"The Mirandea Clade (Acanthaceae, Justicieae, Tetramerium Lineage): Phylogenetic Signal from Molecular Data and Micromorphology Makes Sense of Taxonomic Confusion Caused by Remarkable Diversity of Floral Form",,https://scholar.google.com/scholar?&q=The+Mirandea+Clade+%28Acanthaceae%2C+Justicieae%2C+Tetramerium+Lineage%29%3A+Phylogenetic+Signal+from+Molecular+Data+and+Micromorphology+Makes+Sense+of+Taxonomic+Confusion+Caused+by+Remarkable+Diversity+of+Floral+Form,Auto,Auto,?,Auto,?,?,?,?,?,?,?,?,?
10998,The Molecular Phylogeny of Zizania (Wild Rice) and Related Grasses Based on nrDNA,,https://scholar.google.com/scholar?&q=The+Molecular+Phylogeny+of+Zizania+%28Wild+Rice%29+and+Related+Grasses+Based+on+nrDNA,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11000,The Morphological and Phylogenetic Distinctions of Coursetia greenmanii (Leguminosae): Taxonomic and Ecological Implications,,https://scholar.google.com/scholar?&q=The+Morphological+and+Phylogenetic+Distinctions+of+Coursetia+greenmanii+%28Leguminosae%29%3A+Taxonomic+and+Ecological+Implications,Auto,Auto,?,Auto,?,?,?,?,?,?,?,?,?
11001,"The Neotropical Croton section Geiseleria (Euphorbiaceae): Classification Update, Phylogenetic Framework, and Seven New Species from South America",,https://scholar.google.com/scholar?&q=The+Neotropical+Croton+section+Geiseleria+%28Euphorbiaceae%29%3A+Classification+Update%2C+Phylogenetic+Framework%2C+and+Seven+New+Species+from+South+America,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
11005,The Origin and Phylogenetic Relationships of the Californian Chaparral Paleoendemic Pickeringia (Leguminosae),,https://scholar.google.com/scholar?&q=The+Origin+and+Phylogenetic+Relationships+of+the+Californian+Chaparral+Paleoendemic+Pickeringia+%28Leguminosae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11006,The Paraphyly of Osmunda is Confirmed by Phylogenetic Analyses of Seven Plastid Loci,,https://scholar.google.com/scholar?&q=The+Paraphyly+of+Osmunda+is+Confirmed+by+Phylogenetic+Analyses+of+Seven+Plastid+Loci,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11008,The Peperomia mitochondrial coxI group I intron: timing of horizontal transfer and subsequent evolution of the intron,,https://scholar.google.com/scholar?&q=The+Peperomia+mitochondrial+coxI+group+I+intron%3A+timing+of+horizontal+transfer+and+subsequent+evolution+of+the+intron,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11013,The Phylogenetic Affinities of Two Mysterious Monotypic Mimosoids from Southern South America,,https://scholar.google.com/scholar?&q=The+Phylogenetic+Affinities+of+Two+Mysterious+Monotypic+Mimosoids+from+Southern+South+America,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11014,"The Phylogenetic Relationship of Tectaria brauniana and Tectaria nicotianifolia, and the Recognition of Hypoderris (Tectariaceae)",,https://scholar.google.com/scholar?&q=The+Phylogenetic+Relationship+of+Tectaria+brauniana+and+Tectaria+nicotianifolia%2C+and+the+Recognition+of+Hypoderris+%28Tectariaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11015,"The Phylogeny of Ayenia, Byttneria, and Rayleya (Malvaceae s. l.) and Its Implications for the Evolution of Growth Forms",,https://scholar.google.com/scholar?&q=The+Phylogeny+of+Ayenia%2C+Byttneria%2C+and+Rayleya+%28Malvaceae+s.+l.%29+and+Its+Implications+for+the+Evolution+of+Growth+Forms,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11016,The Phylogeny of Bejaria,,https://scholar.google.com/scholar?&q=The+Phylogeny+of+Bejaria,?,Auto,?,?,?,?,?,?,?,?,?,?,?
11017,"The Phylogeny of Linum and Linaceae Subfamily Linoideae, with Implications for Their Systematics, Biogeography, and Evolution of Heterostyly",,https://scholar.google.com/scholar?&q=The+Phylogeny+of+Linum+and+Linaceae+Subfamily+Linoideae%2C+with+Implications+for+Their+Systematics%2C+Biogeography%2C+and+Evolution+of+Heterostyly,?,Auto,?,?,?,?,?,?,?,?,?,?,?
